approve,id,final_cls,reason,value,suggestion,entry_id,field_path,context_before,context_after,hf_cls,gemini_cls,rule_hint,note
,cand-4001259,error_no_fix,digit_in_letter,countT3rmen,countT3rmen,schaff-herzog.seamen-missions-to,definition_blocks[31],"coim- tries, seeing the needs of their","abroad, were the first to realize their",error,,,error confirmed but no correction suggestion
,cand-4003454,error_no_fix,digit_in_letter,9ur,9ur,schaff-herzog.sebastiany-se-bas-ti-on-or-bast-yon,definition_blocks[1],"Carlsruhe, 1840; P. J. Chapusot, Notice",la vie de 8. S&Hutien el aur la rUiquie,error,,,error confirmed but no correction suggestion
,cand-4003790,error_no_fix,digit_in_letter,LUDWI6,LUDWI6,schaff-herzog.secession-church-of-scotland-unttbd,definition_blocks[1],"SECKENDORF, sek'en-dSrf, VEIT",,error,,,error confirmed but no correction suggestion
,cand-4004820,error_no_fix,digit_in_letter,S3rstem,S3rstem,schaff-herzog.second-advent,definition_blocks[12],"r, is not, as in the Jewish apocalyptic","of thought, an exaltation of the kingdo",error,,,error confirmed but no correction suggestion
,cand-4008068,error_no_fix,digit_in_letter,Recherche9,Recherche9,schaff-herzog.secretan-charles,definition_blocks[2],concepts received their new form in his,de la mtthode qui conduit d la viriU su,error,,,error confirmed but no correction suggestion
,cand-4008577,error_no_fix,digit_in_letter,h3rpothesis,h3rpothesis,schaff-herzog.secularism,definition_blocks[2],"in this world,"" ignoring altogether any",of a future life. 'The sole ethical pri,error,,,error confirmed but no correction suggestion
,cand-4012576,error_no_fix,digit_in_letter,clero4,clero4,schaff-herzog.secularizatioh,definition_blocks[53],"ade, De la eiculaTiaation dee bieite de","eur la revolution. Pans, 1901; M. Enbei",error,,,error confirmed but no correction suggestion
,cand-4015870,error_no_fix,digit_in_letter,6crits,6crits,schaff-herzog.second-jacques-jean-louis,definition_blocks[1],inspiratUm chex les auteurs et dans les,du Nouveau Testament (1836); TraUi iUrn,error,,,error confirmed but no correction suggestion
,cand-4018003,error_no_fix,digit_in_letter,Jvdoic4B,Jvdoic4B,schaff-herzog.selden-john,definition_blocks[2],endario veteris ecdesics seu reipublicm,"(1644); Uxor Ebraica, seu de nupHis ed",error,,,error confirmed but no correction suggestion
,cand-4020049,error_no_fix,digit_in_letter,s3rmpathetio,s3rmpathetio,schaff-herzog.selden-john,definition_blocks[21],his character from a more than usually,"point of view consult E. R. Bevan, Hous",error,,,error confirmed but no correction suggestion
,cand-4022139,error_no_fix,digit_in_letter,Eg3rpt,Eg3rpt,schaff-herzog.selden-john,definition_blocks[34],d on I and II Maccabees. The history of,and Ssrria so interlaced during this pe,error,,,error confirmed but no correction suggestion
,cand-4026429,error_no_fix,digit_in_letter,S3mod,S3mod,schaff-herzog.semipelagiaiflsm,definition_blocks[11],"ositive canons adopted by seat "" by the",of Orange taken from Pro^)er'8 theaes o,error,,,error confirmed but no correction suggestion
,cand-4026592,error_no_fix,digit_in_letter,S3mergistic,S3mergistic,schaff-herzog.semipelagiaiflsm,definition_blocks[14],to do good. But Defined. eigism; their,"view involved ence to eternal life, whe",error,,,error confirmed but no correction suggestion
,cand-4028506,error_no_fix,digit_in_letter,h3rpotheses,h3rpotheses,schaff-herzog.semitic-languages,definition_blocks[15],"efore, to regard as not established the","which make the mountains of Armenia, or",error,,,error confirmed but no correction suggestion
,cand-4029097,error_no_fix,digit_in_letter,Eg3rptian,Eg3rptian,schaff-herzog.semitic-languages,definition_blocks[37],"hat, though Egypt then held Canaan, the",governors of the cities (among them ihe,error,,,error confirmed but no correction suggestion
,cand-4033279,error_no_fix,digit_in_letter,C3uistians,C3uistians,schaff-herzog.septdmjs-severusi-st-vt-rns,definition_blocks[1],ed that Septimius was friend- ly to the,"until 202, when, for scnne un- known re",error,,,error confirmed but no correction suggestion
,cand-4034295,error_no_fix,digit_in_letter,suppos6s,suppos6s,schaff-herzog.seneca-lucius-annjbus,definition_blocks[1],"bertin, £tude critique sur Its rapports","entre Sinlque H Paul, Paris. 1857; F. C",error,,,error confirmed but no correction suggestion
,cand-4034811,error_no_fix,digit_in_letter,9cKe,9cKe,schaff-herzog.seneca-lucius-annjbus,definition_blocks[13],"l. ii., Halle. 1843; F. J. Mooe, LatmMh","Hymnen dea MitteUUten, 3 vols., FreibaT",error,,,error confirmed but no correction suggestion
,cand-4035903,error_no_fix,digit_in_letter,S3rnod,S3rnod,schaff-herzog.sergius,definition_blocks[1],ejection of the decisions of the TruUan,"of 692 (seeTRULLAN Synods), and on his",error,,,error confirmed but no correction suggestion
,cand-4036781,error_no_fix,digit_in_letter,S3Tia,S3Tia,schaff-herzog.sbroius-and-bacchus,definition_blocks[0],"ead very early, and a church in E^astem",is said to have been dedicated in their,error,,,error confirmed but no correction suggestion
,cand-4037727,error_no_fix,digit_in_letter,m3rthology,m3rthology,schaff-herzog.seroius-of-constaiitiivople,definition_blocks[18],What little the purified Hebrew,has to say of the serpent is doubtless,error,,,error confirmed but no correction suggestion
,cand-4038966,error_no_fix,digit_in_letter,3ret,3ret,schaff-herzog.seroius-of-constaiitiivople,definition_blocks[30],ve. And the spell of the serpent is not,"loosed, so that in few departments of c",error,,,error confirmed but no correction suggestion
,cand-4039049,error_no_fix,digit_in_letter,S3rmpathetic,S3rmpathetic,schaff-herzog.seroius-of-constaiitiivople,definition_blocks[31],he snake- dance belongs in the realm of,magic ritual to induce rain and consequ,error,,,error confirmed but no correction suggestion
,cand-4039638,error_no_fix,digit_in_letter,m3rth,m3rth,schaff-herzog.seroius-of-constaiitiivople,definition_blocks[38],renew the youth of the aged; the Etana,3. Baby- has to do with one of these an,error,,,error confirmed but no correction suggestion
,cand-4039836,error_no_fix,digit_in_letter,Eg3rpt,Eg3rpt,schaff-herzog.seroius-of-constaiitiivople,definition_blocks[38],winged ser- pent was widely current in,and Arabia (cf . and Peru). So through,error,,,error confirmed but no correction suggestion
,cand-4040251,error_no_fix,digit_in_letter,emplo3rs,emplo3rs,schaff-herzog.seroius-of-constaiitiivople,definition_blocks[40],ns of the winged serpent). Mithraic art,"this animal exten- sively, especially w",error,,,error confirmed but no correction suggestion
,cand-4040264,error_no_fix,digit_in_letter,s3rmbol,s3rmbol,schaff-herzog.seroius-of-constaiitiivople,definition_blocks[40],ly with its figure of Kronos. Thus this,is represented at Modena in the folds o,error,,,error confirmed but no correction suggestion
,cand-4040400,error_no_fix,digit_in_letter,T3rphon,T3rphon,schaff-herzog.seroius-of-constaiitiivople,definition_blocks[42],"e serpent of the underworld, and Set or",is identified with him; Kneph is also r,error,,,error confirmed but no correction suggestion
,cand-4040564,error_no_fix,digit_in_letter,Qod9,Qod9,schaff-herzog.seroius-of-constaiitiivople,definition_blocks[42],"m bom again each day "" (E. A. W. Budge,","of the Egyptians, ii. 377, 2 vols., Lon",error,,,error confirmed but no correction suggestion
,cand-4040697,error_no_fix,digit_in_letter,m3rthological,m3rthological,schaff-herzog.seroius-of-constaiitiivople,definition_blocks[45],"f deity is Astika Muni, a nephew of the",serpent Vasuki. In Bialabar most house,error,,,error confirmed but no correction suggestion
,cand-4042301,error_no_fix,digit_in_letter,9ur,9ur,schaff-herzog.servatius-saint,definition_blocks[4],"is, ib. 1884; P. F. X. de Bam. No- tice","S. Servaia, premier Mque de Tongree, 2d",error,,,error confirmed but no correction suggestion
,cand-4044176,error_no_fix,digit_in_letter,9Hn4,9Hn4,schaff-herzog.servatius-saint,definition_blocks[27],"consult: F. Trechsel, Michad Ssrvei und","Varganger, Heidelbexg, 1839; W. K. TVee",error,,,error confirmed but no correction suggestion
,cand-4044189,error_no_fix,digit_in_letter,ekrulHeh4,ekrulHeh4,schaff-herzog.servatius-saint,definition_blocks[27],"nd Cahin, London, 1846; F. C. Baur, Die",Lthre van der Dreieinigkeii und Mtnteh',error,,,error confirmed but no correction suggestion
,cand-4045284,error_no_fix,digit_in_letter,ali9o,ali9o,schaff-herzog.ica,definition_blocks[1],"L; Kansas City, Kansas; St. Louis, Mo.;","in Douglas, Alaska; Butte, Mont.; Bar-",error,,,error confirmed but no correction suggestion
,cand-4046695,error_no_fix,digit_in_letter,9vr,9vr,schaff-herzog.seth-sethttes,definition_blocks[6],"origin, as J. Lagrange supposes (£tude8","les religions eSmitiqueaf pp. 411-412,",error,,,error confirmed but no correction suggestion
,cand-4048032,error_no_fix,digit_in_letter,bibli9che,bibli9che,schaff-herzog.seth-sethttes,definition_blocks[16],". 14&-188, MOnster, 1869; K. Budde. Die","UrgMchichte, Giessen, 1883; A. H. Sayce",error,,,error confirmed but no correction suggestion
,cand-4052868,error_no_fix,digit_in_letter,t3rpe,t3rpe,schaff-herzog.sbvbrus-sulpicins,definition_blocks[3],r be- cause through that atmosphere the,of Chris- tianity shines out which the,error,,,error confirmed but no correction suggestion
,cand-4056745,error_no_fix,digit_in_letter,6Jft,6Jft,schaff-herzog.sharps-samuel,definition_blocks[0],f Egypt from the Earliest Times tiUA.D.,"(1846; 6th ed., 2 vols., 1876). To Bibl",error,,,error confirmed but no correction suggestion
,cand-4057851,error_no_fix,digit_in_letter,S3rrian,S3rrian,schaff-herzog.shedd-john-haskell,definition_blocks[1],was in the organize tion of the native,Evangelical Church. In his plans and pr,error,,,error confirmed but no correction suggestion
,cand-4058212,error_no_fix,digit_in_letter,Clo3me,Clo3me,schaff-herzog.sheehan-patrick-augustilffe,definition_blocks[0],"priest of Doneraile, and also canon of",since 1903. He is the author of Under t,error,,,error confirmed but no correction suggestion
,cand-4059627,error_no_fix,digit_in_letter,Sng9,Sng9,schaff-herzog.shem-aiah,definition_blocks[1],1. A prophet of the time of Rehoboam (I,war with the ten tribes who had establi,error,,,error confirmed but no correction suggestion
,cand-4062086,error_no_fix,digit_in_letter,Ass3rrian,Ass3rrian,schaff-herzog.shxjshall,definition_blocks[0],had been transported to Samaria by the,"king, are spoken of as Susanchites (Ezr",error,,,error confirmed but no correction suggestion
,cand-4067292,error_no_fix,digit_in_letter,sla3rs,sla3rs,schaff-herzog.sibyl-sibylunb-books,definition_blocks[38],"is bom of the sim, and is the lion who",the Persian shepherd and the Roman usur,error,,,error confirmed but no correction suggestion
,cand-4070381,error_no_fix,digit_in_letter,Qr6goiiB,Qr6goiiB,schaff-herzog.sollius-modestus,definition_blocks[16],he works of Sidonius are: that of J. F.,"and F. Z. CoUombet, 3 vols., Parist 1S3",error,,,error confirmed but no correction suggestion
,cand-4070680,error_no_fix,digit_in_letter,r6mieehen,r6mieehen,schaff-herzog.sollius-modestus,definition_blocks[18],"n, 1890; W. S. Teuffel. Oe- eehiehU der","Litteratur, pp. 1194-1200, Leipsic, 189",error,,,error confirmed but no correction suggestion
,cand-4071628,error_no_fix,digit_in_letter,S3mod,S3mod,schaff-herzog.sieiia-synod-of-1423-24,definition_blocks[0],"On June 22, 1423, the",of Pa via (q.v.) resolved upon re- nK>v,error,,,error confirmed but no correction suggestion
,cand-4071807,error_no_fix,digit_in_letter,pro9ecutio,pro9ecutio,schaff-herzog.sieiia-synod-of-1423-24,definition_blocks[5],"est aouroe is John of Racusa, IniHum €t","Basilienau ConcUii, in Monumenia cancQi",error,,,error confirmed but no correction suggestion
,cand-4074060,error_no_fix,digit_in_letter,S3mod,S3mod,schaff-herzog.si6ismund-johakh,definition_blocks[4],refused to accept an invitation to the,"of Dort (1618), and its decisions acqui",error,,,error confirmed but no correction suggestion
,cand-4074679,error_no_fix,digit_in_letter,H3rmns,H3rmns,schaff-herzog.sihlery-ernest-gottlieb,definition_blocks[15],des compositions by preceded the Gurus.,"are found also in Prakrit, Hindi, Marat",error,,,error confirmed but no correction suggestion
,cand-4074702,error_no_fix,digit_in_letter,embod3ang,embod3ang,schaff-herzog.sihlery-ernest-gottlieb,definition_blocks[15],of the Gurus there is a series of works,"accoimts of tibeir lives, teachings, an",error,,,error confirmed but no correction suggestion
,cand-4074869,error_no_fix,digit_in_letter,apocr3rphal,apocr3rphal,schaff-herzog.sihlery-ernest-gottlieb,definition_blocks[15],had its schisms) and what may be called,"works exist, all of which teem with the",error,,,error confirmed but no correction suggestion
,cand-4077440,error_no_fix,digit_in_letter,Th4,Th4,schaff-herzog.sihlery-ernest-gottlieb,definition_blocks[47],"nbly the best wotk is M. A. Maoauliffe,","Sikh RMgwn; tte Cfwtu, mend WriHno* and",error,,,error confirmed but no correction suggestion
,cand-4080888,error_no_fix,digit_in_letter,6Uertn,6Uertn,schaff-herzog.simeoii-metaphrastes,definition_blocks[13],Kunik. in P. Krug's Forachungen in dtr,"G«- •chichU Ru99ianda, ii. 785-807. St.",error,,,error confirmed but no correction suggestion
,cand-4082255,error_no_fix,digit_in_letter,S3rmpathisers,S3rmpathisers,schaff-herzog.simeolf-charles,definition_blocks[0],"owsons, and thereby was able to put his",at strategic points. He published a tra,error,,,error confirmed but no correction suggestion
,cand-4085129,error_no_fix,digit_in_letter,r6miechen,r6miechen,schaff-herzog.tqbingen-1845-h-simson-in-zht-xi-1841-15-7,definition_blocks[2],"licher, 1856; R. A. Lipaius. QvelUn der","Pelrueaage, pp. 13-46, Kiel, 1872; idem",error,,,error confirmed but no correction suggestion
,cand-4085552,error_no_fix,digit_in_letter,9aJU,9aJU,schaff-herzog.simolf-of-toimilai-tqr-n6,definition_blocks[0],ed to be three impostors {Banum univer-,"de aptbus, ii. 48; cf. Importoribus, db",error,,,error confirmed but no correction suggestion
,cand-4088247,error_no_fix,digit_in_letter,3rear,3rear,schaff-herzog.simons-menno,definition_blocks[34],"n Feb. 6 and 15, 1554. In the following",Bficronius published the minutes of thi,error,,,error confirmed but no correction suggestion
,cand-4095209,error_no_fix,digit_in_letter,simi2taneous,simi2taneous,schaff-herzog.simpsolf-matthew,definition_blocks[13],"under specified circumstances, to have",use of Roman Catholic churches and chur,error,,,error confirmed but no correction suggestion
,cand-4101603,error_no_fix,digit_in_letter,Eg3rpt,Eg3rpt,schaff-herzog.sin,definition_blocks[0],The name of a place in,named in Esek. XXX. 14-16. Trouble has,error,,,error confirmed but no correction suggestion
,cand-4102492,error_no_fix,digit_in_letter,wfa3e,wfa3e,schaff-herzog.sinai,definition_blocks[3],"up Korah and his followers (Num. xvi.),",a small hole in the rock is shown as th,error,,,error confirmed but no correction suggestion
,cand-4103976,error_no_fix,digit_in_letter,6sierreichische,6sierreichische,schaff-herzog.singer-isidore,definition_blocks[0],", editing, and publishing the AUgemeine",Liieraiwrteitung (Vienna) from 1884 to,error,,,error confirmed but no correction suggestion
,cand-4105627,error_no_fix,digit_in_letter,taU9,taU9,schaff-herzog.siricius,definition_blocks[3],"L, xiiL; and F. C. P. Hinschhis. Decre-","Pmuio Indonana, pp. 520 sqq.. Leipsic.",error,,,error confirmed but no correction suggestion
,cand-4107168,error_no_fix,digit_in_letter,Ill3nian,Ill3nian,schaff-herzog.sixths,definition_blocks[10],f bishop of Thessalonica as head of the,church. His biography mentions the buil,error,,,error confirmed but no correction suggestion
,cand-4111104,error_no_fix,digit_in_letter,enjo3red,enjo3red,schaff-herzog.slavery,definition_blocks[17],t in religious matters he seems to have,liberty. The ancient world never escape,error,,,error confirmed but no correction suggestion
,cand-4121773,error_no_fix,digit_in_letter,crisi3,crisi3,schaff-herzog.smith-wn-liam-robertson,definition_blocks[0],mpany. It was diuing this period that a,occurred in Smith's career when he was,error,,,error confirmed but no correction suggestion
,cand-4122330,error_no_fix,digit_in_letter,cr3rBtallised,cr3rBtallised,schaff-herzog.smith-wn-liam-robertson,definition_blocks[9],tice. This ancient tribal religioii was,in fixed in- ■titutions^ particularly i,error,,,error confirmed but no correction suggestion
